name,method,time to repair,number of changes
./out/mario1/74,UNI,2165.53,1
./out/mario1/28,SHAP,752.58,1
./out/mario1/28,IG,1031.17,1
./out/mario1/28,UNI,847.65,1
./out/mario1/10,SHAP,2427.87,1
./out/mario1/10,IG,2341.55,1
./out/mario1/10,UNI,2483.79,1
./out/mario1/81,IG,4804.1,1
./out/mario1/81,UNI,4838.24,1
./out/mario1/72,SHAP,734.8,1
./out/mario1/72,IG,863.33,1
./out/mario1/72,UNI,795.22,1
./out/mario1/43,SHAP,1275.41,1
./out/mario1/43,UNI,1276.61,1
./out/mario1/30,SHAP,2020.6,1
./out/mario1/30,IG,2021.67,1
./out/mario1/30,UNI,2019.42,1
./out/mario1/39,SHAP,258.57,1
./out/mario1/39,IG,520.36,1
./out/mario1/39,UNI,251.32,1
./out/mario1/63,SHAP,1940.82,1
./out/mario1/63,IG,1298.92,1
./out/mario1/63,UNI,1310.77,1
./out/mario1/64,SHAP,1591.1,1
./out/mario1/64,UNI,1696.88,1
./out/mario1/83,SHAP,1424.07,1
./out/mario1/83,IG,3613.01,1
./out/mario1/83,UNI,3613.42,1
./out/mario1/85,SHAP,676.27,1
./out/mario1/85,UNI,,1
./out/mario1/40,SHAP,625.76,1
./out/mario1/40,UNI,628.16,1
./out/mario1/47,SHAP,671.28,1
./out/mario1/47,IG,664.41,1
./out/mario1/47,UNI,671.07,1
./out/mario1/78,IG,4264.72,1
./out/mario1/78,UNI,4325.08,1
./out/mario1/13,IG,700.19,1
./out/mario1/13,UNI,623.63,1
./out/mario1/14,SHAP,1255.25,1
./out/mario1/14,UNI,1263.96,1
./out/mario1/22,SHAP,297.0,1
./out/mario1/22,IG,607.46,1
./out/mario1/22,UNI,289.67,1
./out/mario1/25,SHAP,1982.65,1
./out/mario1/25,IG,1888.48,1
./out/mario1/25,UNI,1979.71,1
./out/mario2/61,SHAP,633.04,1
./out/mario2/61,IG,877.86,1
./out/mario2/61,UNI,679.0,1
./out/mario2/68,IG,2584.1,1
./out/mario2/68,UNI,2950.11,1
./out/mario2/57,SHAP,101.56,1
./out/mario2/57,IG,98.95,1
./out/mario2/57,UNI,101.76,1
./out/mario2/51,SHAP,105.82,1
./out/mario2/51,IG,134.72,1
./out/mario2/51,UNI,105.37,1
./out/mario2/67,SHAP,1133.1,1
./out/mario2/67,IG,1861.1,1
./out/mario2/67,UNI,1847.59,1
./out/mario2/33,SHAP,564.8,1
./out/mario2/33,IG,863.32,1
./out/mario2/33,UNI,620.97,1
./out/mario2/18,SHAP,774.44,1
./out/mario2/18,UNI,800.13,1
./out/mario2/27,IG,2960.93,1
./out/mario2/27,UNI,2953.94,1
./out/mario2/9,SHAP,870.7,1
./out/mario2/9,IG,864.89,1
./out/mario2/9,UNI,873.17,1
./out/mario2/7,SHAP,1368.13,1
./out/mario2/7,IG,1781.66,1
./out/mario2/7,UNI,2554.47,1
./out/mario2/6,IG,1978.07,1
./out/mario2/6,UNI,2025.56,1
./out/mario2/1,IG,5536.68,1
./out/mario2/1,UNI,5557.62,1
./out/mario2/10,SHAP,460.77,1
./out/mario2/10,IG,1652.66,1
./out/mario2/10,UNI,1618.79,1
./out/mario2/19,SHAP,1340.64,1
./out/mario2/19,UNI,1338.35,1
./out/mario2/8,IG,2108.02,1
./out/mario2/8,UNI,874.98,1
./out/mario2/72,SHAP,676.36,1
./out/mario2/72,IG,932.86,1
./out/mario2/72,UNI,722.8,1
./out/mario2/43,SHAP,560.88,1
./out/mario2/43,IG,1381.41,1
./out/mario2/43,UNI,566.29,1
./out/mario2/38,SHAP,715.66,1
./out/mario2/38,IG,716.61,1
./out/mario2/38,UNI,715.49,1
./out/mario2/36,SHAP,598.42,1
./out/mario2/36,IG,905.91,1
./out/mario2/36,UNI,629.08,1
./out/mario2/65,IG,2742.65,1
./out/mario2/65,UNI,2764.78,1
./out/mario2/54,SHAP,98.47,1
./out/mario2/54,IG,102.46,1
./out/mario2/54,UNI,98.93,1
./out/mario2/39,SHAP,2288.19,1
./out/mario2/39,IG,1550.8,1
./out/mario2/39,UNI,1559.42,1
./out/mario2/52,IG,2021.97,1
./out/mario2/52,UNI,2049.96,1
./out/mario2/55,SHAP,1553.75,1
./out/mario2/55,UNI,1558.49,1
./out/mario2/79,SHAP,1159.93,1
./out/mario2/79,IG,3111.18,1
./out/mario2/79,UNI,2862.73,1
./out/mario2/23,IG,1413.29,1
./out/mario2/23,UNI,1456.21,1
./out/mario2/3,IG,11949.01,1
./out/mario2/3,UNI,1522.73,1
./out/mario2/2,SHAP,11526.42,1
./out/mario2/2,IG,6631.68,1
./out/mario2/2,UNI,2604.43,1
./out/mario3/59,SHAP,651.28,1
./out/mario3/59,IG,875.28,1
./out/mario3/59,UNI,662.3,1
./out/mario3/66,SHAP,323.62,1
./out/mario3/66,IG,624.76,1
./out/mario3/66,UNI,316.77,1
./out/mario3/58,SHAP,1287.66,1
./out/mario3/58,UNI,1367.38,1
./out/mario3/93,SHAP,661.58,1
./out/mario3/93,IG,913.53,1
./out/mario3/93,UNI,703.31,1
./out/mario3/20,IG,1772.58,1
./out/mario3/20,UNI,1083.61,1
./out/mario3/7,IG,264.2,1
./out/mario3/7,UNI,244.77,1
./out/mario3/42,SHAP,657.55,1
./out/mario3/42,IG,651.95,1
./out/mario3/42,UNI,657.3,1
./out/mario3/73,IG,1857.82,1
./out/mario3/73,UNI,1858.29,1
./out/mario3/80,IG,2167.27,1
./out/mario3/80,UNI,2290.73,1
./out/mario3/6,IG,606.26,1
./out/mario3/6,UNI,577.66,1
./out/mario3/28,SHAP,379.05,1
./out/mario3/28,IG,575.97,1
./out/mario3/28,UNI,380.92,1
./out/mario3/17,SHAP,1610.23,1
./out/mario3/17,IG,1614.44,1
./out/mario3/17,UNI,1581.99,1
./out/mario3/1,SHAP,5492.52,2
./out/mario3/1,IG,3765.09,1
./out/mario3/1,UNI,3742.52,1
./out/mario3/10,SHAP,13938.99,1
./out/mario3/10,IG,3630.04,1
./out/mario3/10,UNI,1424.92,1
./out/mario3/8,IG,235.89,1
